simulation_id,tick,day,event_id,strength,reality,disinformers,converted_disinformers,interactions,ingroup_interactions,outgroup_interactions,new_conversions,trust_change,trust_delta_mean,trust_delta_min,trust_delta_max,effectiveness_score,interaction_efficiency
experiment_001,10,11,7,0.66,0.22,320,138,2955,2219,736,8,-0.0006483856067519556,-0.0006499533950619407,-0.07223025714148729,0.0,0.0027072758037225042,2.1941983308018802e-07
experiment_001,10,11,8,0.59,0.35,190,146,1879,1418,461,6,-0.0003600368165435075,-0.00036083791581734663,-0.06209706585301514,0.0,0.0031931878658861094,1.9161086564316524e-07
experiment_001,10,11,9,0.74,0.44,308,152,3026,2276,750,13,-0.0007632614493595646,-0.0007660008508936869,-0.0773195373353216,0.0,0.004296100462656973,2.5223445120937366e-07
experiment_001,10,11,10,0.61,0.29,263,165,2579,1944,635,8,-0.0005334953781084284,-0.0005345245853446883,-0.058498764910032364,0.0,0.0031019775106630476,2.06861333116878e-07
experiment_001,10,11,11,0.5,0.42,173,173,1689,1274,415,6,-0.00027242694711571147,-0.0002742077437309802,-0.037279063872881844,0.0,0.003552397868561279,1.6129481771208494e-07
experiment_001,10,11,12,0.68,0.38,252,179,2366,1781,585,7,-0.000549215787044699,-0.0005519741610623,-0.07110966214555325,0.0,0.0029585798816568047,2.3212839689125061e-07
experiment_001,10,11,13,0.76,0.25,243,186,2371,1791,580,4,-0.000636254597254915,-0.0006406166018109981,-0.07088797017367815,0.0,0.001687051876845213,2.6834862811257485e-07
experiment_001,10,11,14,0.45,0.19,337,190,3353,2536,817,5,-0.00045198246513211693,-0.0004574446333290591,-0.05150662374804851,0.0,0.0014912019087384432,1.3479942294426392e-07
experiment_001,11,12,0,0.69,0.47,275,195,2660,2007,653,7,-0.0006337497551339721,-0.000639836975686686,-0.06739511911368656,0.0,0.002631578947368421,2.3825178764435043e-07
experiment_001,11,12,1,0.6,0.36,289,202,2840,2149,691,7,-0.0005685706919500433,-0.0005733327076383965,-0.0636694208423373,0.0,0.0024647887323943664,2.0020094786973356e-07
experiment_001,11,12,2,0.87,0.34,209,209,2027,1530,497,11,-0.0006459215434820864,-0.000653237300697467,-0.10421931216882925,0.0,0.005426739023186976,3.1865887690285466e-07
experiment_001,11,12,3,0.48,0.32,220,220,2139,1615,524,11,-0.0003238824848115218,-0.0003275474910049848,-0.049200527135032,0.0,0.005142589995324918,1.51417711459337e-07
experiment_001,11,12,4,0.57,0.28,299,231,2844,2139,705,11,-0.000535948703881628,-0.000537803689354013,-0.0558317730400191,0.0,0.003867791842475387,1.8844891135078339e-07
experiment_001,11,12,5,0.78,0.4,242,242,2383,1801,582,16,-0.0006701885091310311,-0.000675238001221511,-0.08011359245159919,0.0,0.006714225765841376,2.8123730974864925e-07
experiment_001,11,12,6,0.71,0.5,267,258,2575,1943,632,7,-0.000644017632656757,-0.0006517143262572353,-0.0771368921897399,0.0,0.0027184466019417475,2.5010393501233283e-07
experiment_001,11,12,7,0.66,0.22,320,265,3062,2307,755,10,-0.0006702100570505909,-0.0006801987533142472,-0.07457732144530738,0.0,0.0032658393207054214,2.1887983574480435e-07
experiment_001,11,12,8,0.59,0.35,275,275,2654,2003,651,12,-0.0005062042748554818,-0.0005163731640199046,-0.07407706656278362,0.0,0.00452147701582517,1.9073258283929232e-07
experiment_001,11,12,9,0.74,0.44,308,287,2963,2236,727,19,-0.0007541962026907933,-0.0007608460732527445,-0.07946726577343707,0.0,0.00641241984475194,2.5453803668268423e-07
experiment_001,11,12,10,0.61,0.29,306,306,2927,2208,719,16,-0.0005818806556717737,-0.0005887365258824942,-0.09109423569970299,0.0,0.005466347796378545,1.9879762749291894e-07
experiment_001,11,12,11,0.5,0.42,322,322,3077,2321,756,11,-0.00048165892938267785,-0.00048524992278698386,-0.0546915797930002,0.0,0.0035749106272343193,1.5653523866840358e-07
experiment_001,11,12,12,0.68,0.38,333,333,3198,2411,787,24,-0.0007365113675764645,-0.0007463888456859415,-0.10514553194015258,0.0,0.0075046904315197,2.3030374220652425e-07
experiment_001,11,12,13,0.76,0.25,357,357,3468,2616,852,34,-0.0009067729873495356,-0.0009259320779316154,-0.09534884589719839,0.0,0.00980392156862745,2.614685661330841e-07
experiment_001,11,12,14,0.45,0.19,391,391,3912,2956,956,17,-0.0005514997255008369,-0.0005632868401977952,-0.07403399449413603,0.0,0.0043456032719836404,1.4097641244908918e-07
experiment_001,12,13,0,0.69,0.47,408,408,4122,3117,1005,29,-0.0009760374949597805,-0.0009992502890326237,-0.08575850272252813,0.0,0.007035419699175158,2.3678735928184875e-07
experiment_001,12,13,1,0.6,0.36,437,437,4419,3341,1078,19,-0.0009024137030201329,-0.0009209060152487348,-0.08657605680027919,0.0,0.004299615297578638,2.0421219801315522e-07
experiment_001,12,13,2,0.87,0.34,456,456,4586,3468,1118,44,-0.0014190234781352729,-0.0014684611074682666,-0.13202730734717813,0.0,0.009594417793283908,3.0942509335701547e-07
experiment_001,12,13,3,0.48,0.32,500,500,4993,3774,1219,32,-0.000769377481925182,-0.0007925797959186064,-0.08640847117281097,0.0,0.006408972561586221,1.5409122409877467e-07
experiment_001,12,13,4,0.57,0.28,532,532,5345,4042,1303,39,-0.0010108548154413866,-0.0010368540348747231,-0.08671009451537233,0.0,0.007296538821328344,1.891215744511481e-07
experiment_001,12,13,5,0.78,0.4,571,571,5730,4334,1396,54,-0.0015557361212524823,-0.0016188044068913782,-0.11100726213535234,0.0,0.009424083769633508,2.715071764838538e-07
experiment_001,12,13,6,0.71,0.5,625,625,6242,4719,1523,65,-0.0015248844909284687,-0.0015910694477587217,-0.1260281824682391,0.0,0.010413329061198334,2.4429421514393924e-07
experiment_001,12,13,7,0.66,0.22,690,690,6955,5263,1692,64,-0.0015740267932169427,-0.001668738554247272,-0.13724440904530677,0.0,0.009202012940330698,2.2631585811889903e-07
experiment_001,12,13,8,0.59,0.35,754,754,7671,5807,1864,68,-0.0015194857013168805,-0.0016230592586629277,-0.13574596880498102,0.0,0.008864554816842654,1.9808182783429547e-07
experiment_001,12,13,9,0.74,0.44,822,822,8337,6309,2028,109,-0.002186709298594769,-0.0023645762682311376,-0.15096663709860275,0.0,0.013074247331174283,2.62289708359694e-07
experiment_001,12,13,10,0.61,0.29,931,931,9491,7180,2311,102,-0.001978150412838442,-0.0021586685672097027,-0.1524203496560198,0.0,0.010747023495943525,2.0842381338514823e-07
experiment_001,12,13,11,0.5,0.42,1033,1033,10550,7982,2568,137,-0.0017576697282503662,-0.001946302764069336,-0.11516172889147837,0.0,0.012985781990521326,1.6660376571093518e-07
experiment_001,12,13,12,0.68,0.38,1170,1170,11840,8953,2887,153,-0.002734327247190138,-0.003155529267758385,-0.2172428148495434,0.0,0.012922297297297297,2.3093980128295085e-07
experiment_001,12,13,13,0.76,0.25,1323,1323,13370,10109,3261,212,-0.0034295957361563656,-0.004094789791661928,-0.23491900244364877,0.0,0.01585639491398654,2.5651426598028163e-07
experiment_001,12,13,14,0.45,0.19,1535,1535,15373,11616,3757,148,-0.002175157102150327,-0.0026118831842629493,-0.13188283199533896,0.0,0.009627268587783776,1.414920381285583e-07
experiment_001,13,14,0,0.69,0.47,1683,1683,16825,12712,4113,221,-0.0038018647507892522,-0.0048193457429144835,-0.28676474933785284,0.0,0.01313521545319465,2.2596521550010415e-07
experiment_001,13,14,1,0.6,0.36,1904,1904,19003,14358,4645,246,-0.00362769980429406,-0.004750739104718534,-0.1926007457051788,0.0,0.012945324422459612,1.9090142631658474e-07
experiment_001,13,14,2,0.87,0.34,2150,2150,21596,16322,5274,384,-0.005891393010085011,-0.00844019287566781,-0.4209609003707964,0.0,0.017781070568623818,2.728001949474445e-07
experiment_001,13,14,3,0.48,0.32,2534,2534,25264,19083,6181,234,-0.0036306749059556997,-0.0051983899077081615,-0.2164155806342754,0.0,0.009262191260291324,1.4370942471325601e-07
experiment_001,13,14,4,0.57,0.28,2768,2768,27554,20810,6744,323,-0.004658834880836071,-0.007089847160321595,-0.3490402721129676,0.0,0.011722435943964578,1.6908016552355635e-07
experiment_001,13,14,5,0.78,0.4,3091,3091,30573,23083,7490,414,-0.006802423684840464,-0.011308094008352495,-0.4165964029367009,0.0,0.013541360023550192,2.2249774915253536e-07
experiment_001,13,14,6,0.71,0.5,3505,3505,34497,26040,8457,392,-0.006897465131739389,-0.01182519450368778,-0.45867009089750554,0.0,0.011363306954227903,1.9994391198479256e-07
experiment_001,13,14,7,0.66,0.22,3897,3897,38282,28897,9385,534,-0.007007642399517233,-0.012444585344959744,-0.4405849482883763,0.0,0.013949114466328823,1.830531947003091e-07
experiment_001,13,14,8,0.59,0.35,4431,4431,43656,32959,10697,530,-0.006963563682735652,-0.012897288778906597,-0.35668579281973195,0.0,0.012140370166758292,1.5950988827963286e-07
experiment_001,13,14,9,0.74,0.44,4961,4961,48980,36984,11996,652,-0.009194271738102444,-0.018844782125846244,-0.5156094325580022,0.0,0.013311555737035524,1.8771481702944965e-07
experiment_001,13,14,10,0.61,0.29,5613,5613,55497,41912,13585,686,-0.008533353579524894,-0.017719670140254513,-0.37675991565066286,0.0,0.012361028524064364,1.5376243003270256e-07
experiment_001,13,14,11,0.5,0.42,6299,6299,62417,47132,15285,627,-0.007661146861458523,-0.016316975225569966,-0.42863198846348555,0.0,0.010045340211801273,1.2274135029653017e-07
experiment_001,13,14,12,0.68,0.38,6926,6926,68668,51855,16813,887,-0.010930871606533554,-0.02539444024919015,-0.48375921688092366,0.0,0.01291722490825421,1.5918435962214648e-07
experiment_001,13,14,13,0.76,0.25,7813,7813,77273,58334,18939,1082,-0.0131448576718039,-0.032763852908707716,-0.5925000669582766,0.0,0.01400230352128169,1.7010932242573603e-07
experiment_001,13,14,14,0.45,0.19,8895,8895,87422,65977,21445,861,-0.00880988718832787,-0.021313116871715523,-0.31756317471940987,0.0,0.009848779483425225,1.0077425806236268e-07
